n_estimators,num_leaves,max_depth,learning_rate,mae
100,32,8,0.005,0.07001080640757865
100,64,8,0.005,0.06872227399500425
100,128,8,0.005,0.06789370212757319
100,256,8,0.005,0.06748486256520926
500,32,8,0.005,0.017743697288958745
500,64,8,0.005,0.015284997485219378
500,128,8,0.005,0.013553342337121304
500,256,8,0.005,0.012847734523355456
1000,32,8,0.005,0.006961855040685064
1000,64,8,0.005,0.005310497314765055
1000,128,8,0.005,0.004191513664288659
1000,256,8,0.005,0.0036669611450738733
2500,32,8,0.005,0.003413358118659508
2500,64,8,0.005,0.0026204843539497156
2500,128,8,0.005,0.0022833711521571985
2500,256,8,0.005,0.00224353083976996
5000,32,8,0.005,0.002718673683081002
5000,64,8,0.005,0.002278465523664802
5000,128,8,0.005,0.0020577042452654196
5000,256,8,0.005,0.0020363621445518487
100,32,16,0.005,0.0700181077376713
100,64,16,0.005,0.06872765492134073
100,128,16,0.005,0.06800264753430778
100,256,16,0.005,0.06740593337677835
500,32,16,0.005,0.017771778876087482
500,64,16,0.005,0.0153649607533502
500,128,16,0.005,0.013764906721209379
500,256,16,0.005,0.012846903717985905
1000,32,16,0.005,0.006979049612864127
1000,64,16,0.005,0.0053136363643494534
1000,128,16,0.005,0.004286926689209571
1000,256,16,0.005,0.0037209512821953224
2500,32,16,0.005,0.003328166858796118
2500,64,16,0.005,0.002620137294480107
2500,128,16,0.005,0.002255041509718448
2500,256,16,0.005,0.002091086517478837
5000,32,16,0.005,0.002612616010511485
5000,64,16,0.005,0.002254240822694402
5000,128,16,0.005,0.0020095332333052683
5000,256,16,0.005,0.0019160799561421537
100,32,32,0.005,0.0700181077376713
100,64,32,0.005,0.06872765492134073
100,128,32,0.005,0.06800264753430778
100,256,32,0.005,0.06740593337677835
500,32,32,0.005,0.017771778876087482
500,64,32,0.005,0.0153649607533502
500,128,32,0.005,0.01376504145482838
500,256,32,0.005,0.012838782297003127
1000,32,32,0.005,0.006979049612864127
1000,64,32,0.005,0.005306032101117516
1000,128,32,0.005,0.004281326670851841
1000,256,32,0.005,0.003706586229385954
2500,32,32,0.005,0.003328166858796118
2500,64,32,0.005,0.002632260440111359
2500,128,32,0.005,0.0022470289079520086
2500,256,32,0.005,0.002062096939514526
5000,32,32,0.005,0.002612616010511485
5000,64,32,0.005,0.0022535650276716552
5000,128,32,0.005,0.0020038300175544248
5000,256,32,0.005,0.0018795722510204192
100,32,64,0.005,0.0700181077376713
100,64,64,0.005,0.06872765492134073
100,128,64,0.005,0.06800264753430778
100,256,64,0.005,0.06740593337677835
500,32,64,0.005,0.017771778876087482
500,64,64,0.005,0.0153649607533502
500,128,64,0.005,0.01376504145482838
500,256,64,0.005,0.012838782297003127
1000,32,64,0.005,0.006979049612864127
1000,64,64,0.005,0.005306032101117516
1000,128,64,0.005,0.004281326670851841
1000,256,64,0.005,0.003706586229385954
2500,32,64,0.005,0.003328166858796118
2500,64,64,0.005,0.002632260440111359
2500,128,64,0.005,0.0022470289079520086
2500,256,64,0.005,0.0020694511676487702
5000,32,64,0.005,0.002612616010511485
5000,64,64,0.005,0.0022535650276716552
5000,128,64,0.005,0.001995811807245394
5000,256,64,0.005,0.001880771692213802
100,32,8,0.01,0.046931693783604234
100,64,8,0.01,0.04483255322289798
100,128,8,0.01,0.04346605456417186
100,256,8,0.01,0.04278618141567121
500,32,8,0.01,0.006863830069330808
500,64,8,0.01,0.005312489726678026
500,128,8,0.01,0.004248962808879718
500,256,8,0.01,0.0037110635467475723
1000,32,8,0.01,0.0037088067336017317
1000,64,8,0.01,0.0028506703729104838
1000,128,8,0.01,0.0024785104319834544
1000,256,8,0.01,0.0023466015224753722
2500,32,8,0.01,0.0027116816150818336
2500,64,8,0.01,0.0023407904245204016
2500,128,8,0.01,0.002137692190013397
2500,256,8,0.01,0.0020661630028012304
5000,32,8,0.01,0.0023496239958032995
5000,64,8,0.01,0.0021053727991574853
5000,128,8,0.01,0.0020007258920799265
5000,256,8,0.01,0.001950274377221134
100,32,16,0.01,0.04693218633148574
100,64,16,0.01,0.04491124751601852
100,128,16,0.01,0.04363674777432025
100,256,16,0.01,0.04278596284075875
500,32,16,0.01,0.006890488203949685
500,64,16,0.01,0.005374340744048609
500,128,16,0.01,0.004286444898410853
500,256,16,0.01,0.0037797466790677942
1000,32,16,0.01,0.0038930695610317778
1000,64,16,0.01,0.002891359446521677
1000,128,16,0.01,0.0024020771629985845
1000,256,16,0.01,0.0022386451035719757
2500,32,16,0.01,0.0026655078846960344
2500,64,16,0.01,0.0023019847836116126
2500,128,16,0.01,0.002037801696632411
2500,256,16,0.01,0.001931267119227953
5000,32,16,0.01,0.0023105452201928854
5000,64,16,0.01,0.0020432060729469433
5000,128,16,0.01,0.0018773548128647331
5000,256,16,0.01,0.001841051264212268
100,32,32,0.01,0.04693218633148574
100,64,32,0.01,0.04491124751601852
100,128,32,0.01,0.04363674777432025
100,256,32,0.01,0.04278596284075875
500,32,32,0.01,0.006890488203949685
500,64,32,0.01,0.005364783509575739
500,128,32,0.01,0.004306904482763453
500,256,32,0.01,0.0037707035102467635
1000,32,32,0.01,0.0038930695610317778
1000,64,32,0.01,0.002917359092257442
1000,128,32,0.01,0.002401624791701829
1000,256,32,0.01,0.002257775622531149
2500,32,32,0.01,0.0026655078846960344
2500,64,32,0.01,0.002268455338594468
2500,128,32,0.01,0.002013146906361341
2500,256,32,0.01,0.001963840793960311
5000,32,32,0.01,0.0023076148421363927
5000,64,32,0.01,0.002060991870664495
5000,128,32,0.01,0.0018579618656037792
5000,256,32,0.01,0.0018521253919656549
100,32,64,0.01,0.04693218633148574
100,64,64,0.01,0.04491124751601852
100,128,64,0.01,0.04363674777432025
100,256,64,0.01,0.04278596284075875
500,32,64,0.01,0.006890488203949685
500,64,64,0.01,0.005364783509575739
500,128,64,0.01,0.004306904482763453
500,256,64,0.01,0.0037707035102467635
1000,32,64,0.01,0.0038930695610317778
1000,64,64,0.01,0.002917359092257442
1000,128,64,0.01,0.002401624791701829
1000,256,64,0.01,0.0022542788079941904
2500,32,64,0.01,0.0026655078846960344
2500,64,64,0.01,0.002268455338594468
2500,128,64,0.01,0.0020115486609376993
2500,256,64,0.01,0.0019428912549420989
5000,32,64,0.01,0.0023076148421363927
5000,64,64,0.01,0.002060991870664495
5000,128,64,0.01,0.0018581400589666528
5000,256,64,0.01,0.0018444101321594569
100,32,8,0.05,0.007193761852075039
100,64,8,0.05,0.005665491889076933
100,128,8,0.05,0.004570656401939126
100,256,8,0.05,0.003925969553107586
500,32,8,0.05,0.003214841614744268
500,64,8,0.05,0.0028418543328038864
500,128,8,0.05,0.0026319681116997724
500,256,8,0.05,0.002511611984061968
