n_estimators,num_leaves,max_depth,learning_rate,mae
1000,256,8,0.05,0.0029306171723804697
2500,32,8,0.05,0.0029385567195115633
2500,64,8,0.05,0.0028640850744709543
2500,128,8,0.05,0.002787790372313853
2500,256,8,0.05,0.0028249128286581045
5000,32,8,0.05,0.0027837510063362506
5000,64,8,0.05,0.00276183577843662
5000,128,8,0.05,0.002724873061494519
5000,256,8,0.05,0.002763129681796183
100,32,16,0.05,0.0073782813563127965
100,64,16,0.05,0.005850272955268957
100,128,16,0.05,0.005040093978353223
100,256,16,0.05,0.004487374565409889
500,32,16,0.05,0.0035084231107598914
500,64,16,0.05,0.0031720593208179595
500,128,16,0.05,0.0029798714380200437
500,256,16,0.05,0.002926920915554511
1000,32,16,0.05,0.0031522834382035504
1000,64,16,0.05,0.0029525945962933934
1000,128,16,0.05,0.002856961558458489
1000,256,16,0.05,0.002830620737265697
2500,32,16,0.05,0.00286156420932096
2500,64,16,0.05,0.002765364501992069
2500,128,16,0.05,0.0027485943233773076
2500,256,16,0.05,0.0027547486146390124
5000,32,16,0.05,0.0027102816668602998
5000,64,16,0.05,0.0026659643030300267
5000,128,16,0.05,0.0026866875186490227
5000,256,16,0.05,0.0027140503918525677
100,32,32,0.05,0.0073782813563127965
100,64,32,0.05,0.005850272955268957
100,128,32,0.05,0.005002642578782507
100,256,32,0.05,0.0044811635470851175
500,32,32,0.05,0.0034834685099131564
500,64,32,0.05,0.0032056243345646913
500,128,32,0.05,0.002962763558534239
500,256,32,0.05,0.002891883466838773
1000,32,32,0.05,0.003149460029807021
1000,64,32,0.05,0.002982825536559472
1000,128,32,0.05,0.002837478762082829
1000,256,32,0.05,0.002791815144727039
2500,32,32,0.05,0.0028602113305490925
2500,64,32,0.05,0.002774175987343441
2500,128,32,0.05,0.0027214653519840367
2500,256,32,0.05,0.0027233799221067535
5000,32,32,0.05,0.002724647626351929
5000,64,32,0.05,0.002674462152789788
5000,128,32,0.05,0.002657972108820447
5000,256,32,0.05,0.002690269017041957
100,32,64,0.05,0.0073782813563127965
100,64,64,0.05,0.005850272955268957
100,128,64,0.05,0.005002642578782507
100,256,64,0.05,0.004456378141365825
500,32,64,0.05,0.0034834685099131564
500,64,64,0.05,0.0032056243345646913
500,128,64,0.05,0.002958272278511032
500,256,64,0.05,0.0028520625756757716
1000,32,64,0.05,0.003149460029807021
1000,64,64,0.05,0.002982825536559472
1000,128,64,0.05,0.002823722653414274
