n_estimators,num_leaves,max_depth,learning_rate,mae
100,128,32,0.05,0.0046990190269897
100,256,32,0.05,0.003996320416122613
500,32,32,0.05,0.003141000114392767
500,64,32,0.05,0.002664860300691021
500,128,32,0.05,0.0023771369845212043
500,256,32,0.05,0.002186065327783631
1000,32,32,0.05,0.0027416204868998583
1000,64,32,0.05,0.0024025610044456627
1000,128,32,0.05,0.0021945970906352467
1000,256,32,0.05,0.002054828124451243
2500,32,32,0.05,0.0023263948071062072
2500,64,32,0.05,0.0021167821672720927
2500,128,32,0.05,0.0020256869753555373
2500,256,32,0.05,0.0019363711862929432
5000,32,32,0.05,0.0020970688427682876
5000,64,32,0.05,0.0019767137641875814
5000,128,32,0.05,0.0019351798030087235
5000,256,32,0.05,0.0018799110368843714
100,32,64,0.05,0.007162011793593327
100,64,64,0.05,0.005551809971300038
100,128,64,0.05,0.0046990190269897
100,256,64,0.05,0.003996320416122613
500,32,64,0.05,0.003141000114392767
500,64,64,0.05,0.002664860300691021
500,128,64,0.05,0.0023802627893236054
500,256,64,0.05,0.002181626479215997
1000,32,64,0.05,0.0027416204868998583
1000,64,64,0.05,0.0024025610044456627
1000,128,64,0.05,0.0021996561247657506
1000,256,64,0.05,0.0020665652786897647
2500,32,64,0.05,0.0023263948071062072
2500,64,64,0.05,0.0021167821672720927
2500,128,64,0.05,0.00201733025855675
2500,256,64,0.05,0.0019450993543493045
5000,32,64,0.05,0.0020970688427682876
5000,64,64,0.05,0.0019767137641875814
5000,128,64,0.05,0.0019247676030900902
5000,256,64,0.05,0.0018859926176077145
100,32,8,0.1,0.004928228106493358
100,64,8,0.1,0.0041063057313357
100,128,8,0.1,0.0037055035514710574
100,256,8,0.1,0.0034158531532649064
500,32,8,0.1,0.0034376943635942574
500,64,8,0.1,0.0030854835347365827
500,128,8,0.1,0.0029327708195356194
500,256,8,0.1,0.002804736372921557
1000,32,8,0.1,0.0030353169277296146
1000,64,8,0.1,0.002769548508429586
1000,128,8,0.1,0.0027420367745883715
1000,256,8,0.1,0.002657070366672633
2500,32,8,0.1,0.0026041152756643106
2500,64,8,0.1,0.00246605833769542
2500,128,8,0.1,0.002554200642901738
2500,256,8,0.1,0.0025381712102393694
5000,32,8,0.1,0.0024012460493390035
5000,64,8,0.1,0.0023234670530361714
5000,128,8,0.1,0.0024700813297083924
5000,256,8,0.1,0.002470430388086303
100,32,16,0.1,0.005124192184571502
100,64,16,0.1,0.004029631550472477
100,128,16,0.1,0.0036232366953062745
100,256,16,0.1,0.0032436294942393843
500,32,16,0.1,0.0034343240087810352
500,64,16,0.1,0.002996141785962207
500,128,16,0.1,0.002755992953231469
500,256,16,0.1,0.0025640383207462575
1000,32,16,0.1,0.0030111825286386574
1000,64,16,0.1,0.0027234927545593227
1000,128,16,0.1,0.0025414823042134273
1000,256,16,0.1,0.002436640732446354
2500,32,16,0.1,0.002610502792060881
2500,64,16,0.1,0.0024310277568685918
2500,128,16,0.1,0.0023755024598063734
2500,256,16,0.1,0.002333106303624659
5000,32,16,0.1,0.002388595678559834
5000,64,16,0.1,0.0022730309471207964
5000,128,16,0.1,0.0022905357393497505
5000,256,16,0.1,0.002286293316856757
100,32,32,0.1,0.005124192184571502
100,64,32,0.1,0.004131835117758701
100,128,32,0.1,0.0036398654587925963
100,256,32,0.1,0.0032037157807669734
500,32,32,0.1,0.003436017140952134
500,64,32,0.1,0.003023091311314893
500,128,32,0.1,0.002749783066071273
500,256,32,0.1,0.002585378411787784
1000,32,32,0.1,0.003021171239620744
1000,64,32,0.1,0.002708724348165127
1000,128,32,0.1,0.0025495320333791816
1000,256,32,0.1,0.002456251122893526
2500,32,32,0.1,0.0026116469591319557
2500,64,32,0.1,0.0024226385687665442
2500,128,32,0.1,0.0023596908687431115
2500,256,32,0.1,0.002352569453730253
5000,32,32,0.1,0.0023858132462722336
5000,64,32,0.1,0.002278797714264664
5000,128,32,0.1,0.00226953290315709
5000,256,32,0.1,0.0023006391497648005
100,32,64,0.1,0.005124192184571502
100,64,64,0.1,0.004131835117758701
100,128,64,0.1,0.0036398654587925963
100,256,64,0.1,0.0032189330640841883
500,32,64,0.1,0.003436017140952134
500,64,64,0.1,0.003023091311314893
500,128,64,0.1,0.002749783066071273
500,256,64,0.1,0.002571583588993827
1000,32,64,0.1,0.003021171239620744
1000,64,64,0.1,0.002708724348165127
1000,128,64,0.1,0.002547793633655286
1000,256,64,0.1,0.0024339873098422303
2500,32,64,0.1,0.0026116469591319557
2500,64,64,0.1,0.0024226385687665442
2500,128,64,0.1,0.0023668993764089682
2500,256,64,0.1,0.0023305900159868733
5000,32,64,0.1,0.0023858132462722336
5000,64,64,0.1,0.002278797714264664
5000,128,64,0.1,0.002277731850321448
5000,256,64,0.1,0.002285798351926942
100,32,8,0.5,0.0065248163148835655
100,64,8,0.5,0.006075537021444822
100,128,8,0.5,0.005975888015900958
100,256,8,0.5,0.005830123699762417
500,32,8,0.5,0.0045021574307065855
500,64,8,0.5,0.004661505144586028
500,128,8,0.5,0.005029087837275871
500,256,8,0.5,0.005143907347781138
1000,32,8,0.5,0.004059331969699869
1000,64,8,0.5,0.004421852918124159
1000,128,8,0.5,0.004851472824445806
1000,256,8,0.5,0.004982065632826361
2500,32,8,0.5,0.003792231173114605
2500,64,8,0.5,0.004257951623040785
2500,128,8,0.5,0.004703649785189285
2500,256,8,0.5,0.0048406896522380696
5000,32,8,0.5,0.0036707303698613166
5000,64,8,0.5,0.004152904217168313
5000,128,8,0.5,0.004618911932928711
5000,256,8,0.5,0.004756493214037384
100,32,16,0.5,0.006487306948716891
100,64,16,0.5,0.0060548966925204565
100,128,16,0.5,0.005706787020148714
100,256,16,0.5,0.005274053366036946
500,32,16,0.5,0.004648028101227222
500,64,16,0.5,0.004779561184702169
500,128,16,0.5,0.0049786230532848945
500,256,16,0.5,0.004830350363901455
1000,32,16,0.5,0.0042213004625909906
1000,64,16,0.5,0.004568905346751306
1000,128,16,0.5,0.0048034981475179265
1000,256,16,0.5,0.004737651664839421
2500,32,16,0.5,0.003939850253118061
2500,64,16,0.5,0.004365123693870933
2500,128,16,0.5,0.00466505358044356
2500,256,16,0.5,0.00466164198115226
5000,32,16,0.5,0.003807125236463835
5000,64,16,0.5,0.004260719907077117
5000,128,16,0.5,0.004602754273029592
5000,256,16,0.5,0.004618841897607397
100,32,32,0.5,0.006499503596797548
100,64,32,0.5,0.0060681172772417075
100,128,32,0.5,0.005860565787717028
100,256,32,0.5,0.0053228383001317795
500,32,32,0.5,0.004545286846815312
500,64,32,0.5,0.004671337794659288
500,128,32,0.5,0.005097265314525104
500,256,32,0.5,0.004894932376388311
1000,32,32,0.5,0.004210569306669041
1000,64,32,0.5,0.004468956524163992
1000,128,32,0.5,0.0049246280960093605
1000,256,32,0.5,0.0048124643303181685
2500,32,32,0.5,0.003910750729423612
2500,64,32,0.5,0.004278349220675919
2500,128,32,0.5,0.004767818336881915
2500,256,32,0.5,0.004735270842438406
5000,32,32,0.5,0.003782368347715606
5000,64,32,0.5,0.004184810422009988
5000,128,32,0.5,0.004704416544159276
5000,256,32,0.5,0.004696140080798717
100,32,64,0.5,0.006499503596797548
100,64,64,0.5,0.0060681172772417075
100,128,64,0.5,0.005860565787717028
100,256,64,0.5,0.005326378801327258
500,32,64,0.5,0.004545286846815312
500,64,64,0.5,0.004671337794659288
500,128,64,0.5,0.005097265314525104
500,256,64,0.5,0.004877303176814091
1000,32,64,0.5,0.004210569306669041
1000,64,64,0.5,0.004468956524163992
1000,128,64,0.5,0.004926991280017153
1000,256,64,0.5,0.004791086600311418
2500,32,64,0.5,0.003910750729423612
2500,64,64,0.5,0.004278349220675919
2500,128,64,0.5,0.004780300313800747
2500,256,64,0.5,0.004717706913888796
5000,32,64,0.5,0.003782368347715606
5000,64,64,0.5,0.004184810422009988
5000,128,64,0.5,0.004709614008092313
5000,256,64,0.5,0.004682181628330755
