n_estimators,num_leaves,max_depth,learning_rate,mae
100,32,8,0.005,0.07190681721839508
100,64,8,0.005,0.07036322232676837
100,128,8,0.005,0.07031046558349752
100,256,8,0.005,0.07031046558349752
500,32,8,0.005,0.01894281862282775
500,64,8,0.005,0.016636961553461865
500,128,8,0.005,0.01620648660576564
500,256,8,0.005,0.01620648660576564
1000,32,8,0.005,0.008226450736647224
1000,64,8,0.005,0.006732468691578824
1000,128,8,0.005,0.0065094558638192895
1000,256,8,0.005,0.0065094558638192895
2500,32,8,0.005,0.004798634941333038
2500,64,8,0.005,0.0043655858972446015
2500,128,8,0.005,0.004184906121554491
2500,256,8,0.005,0.004184906121554491
5000,32,8,0.005,0.004343643986694626
5000,64,8,0.005,0.004029705732858929
5000,128,8,0.005,0.0038768582169140804
5000,256,8,0.005,0.0038768582169140804
100,32,16,0.005,0.07190681721839508
100,64,16,0.005,0.07034673673625312
100,128,16,0.005,0.07029658697322569
100,256,16,0.005,0.07029658697322569
500,32,16,0.005,0.018947881155386773
500,64,16,0.005,0.016851152458747548
500,128,16,0.005,0.016098392934320593
500,256,16,0.005,0.01610152414352899
1000,32,16,0.005,0.0084825044174924
1000,64,16,0.005,0.006865361999592671
1000,128,16,0.005,0.00627306368366409
1000,256,16,0.005,0.006262859310860155
2500,32,16,0.005,0.004960583925832424
2500,64,16,0.005,0.004194439518108814
2500,128,16,0.005,0.004038642669230877
2500,256,16,0.005,0.004056297401786763
5000,32,16,0.005,0.004383984139323433
5000,64,16,0.005,0.003907426841000239
5000,128,16,0.005,0.0038189372067086113
5000,256,16,0.005,0.003832852967157422
100,32,32,0.005,0.07190681721839508
100,64,32,0.005,0.07034673673625312
100,128,32,0.005,0.07029658697322569
100,256,32,0.005,0.07029658697322569
500,32,32,0.005,0.018947881155386773
500,64,32,0.005,0.016851152458747548
500,128,32,0.005,0.01609745562704876
500,256,32,0.005,0.016082231669754664
1000,32,32,0.005,0.0084825044174924
1000,64,32,0.005,0.006907920565992578
1000,128,32,0.005,0.006406334067514447
1000,256,32,0.005,0.006153839299625164
2500,32,32,0.005,0.004959795900278329
2500,64,32,0.005,0.0042161371112781915
2500,128,32,0.005,0.0040866709400114755
2500,256,32,0.005,0.004055139991129587
5000,32,32,0.005,0.004362360082396042
5000,64,32,0.005,0.0038795107093860556
5000,128,32,0.005,0.0038716260109598844
5000,256,32,0.005,0.0038417725178093993
100,32,64,0.005,0.07190681721839508
100,64,64,0.005,0.07034673673625312
100,128,64,0.005,0.07029658697322569
100,256,64,0.005,0.07029658697322569
500,32,64,0.005,0.018947881155386773
500,64,64,0.005,0.016851152458747548
500,128,64,0.005,0.01609745562704876
500,256,64,0.005,0.016082231669754664
1000,32,64,0.005,0.0084825044174924
1000,64,64,0.005,0.006907920565992578
1000,128,64,0.005,0.006406334067514447
1000,256,64,0.005,0.006121589477163725
2500,32,64,0.005,0.004959795900278329
2500,64,64,0.005,0.0042161371112781915
2500,128,64,0.005,0.004077250784232668
2500,256,64,0.005,0.003999193366325561
5000,32,64,0.005,0.004362360082396042
5000,64,64,0.005,0.0038795107093860556
5000,128,64,0.005,0.003865783205628883
5000,256,64,0.005,0.0038250205006857252
100,32,8,0.01,0.04832593662546407
100,64,8,0.01,0.04600173110441114
100,128,8,0.01,0.04579067723458033
100,256,8,0.01,0.04579067723458033
500,32,8,0.01,0.008436073536150335
500,64,8,0.01,0.006833076839415667
500,128,8,0.01,0.006525457227594965
500,256,8,0.01,0.006525457227594965
1000,32,8,0.01,0.005417372459522683
1000,64,8,0.01,0.004609006806390995
1000,128,8,0.01,0.004561352682020138
1000,256,8,0.01,0.004561352682020138
2500,32,8,0.01,0.004463022248629265
2500,64,8,0.01,0.004136263547695332
2500,128,8,0.01,0.004092697624306073
2500,256,8,0.01,0.004092697624306073
5000,32,8,0.01,0.004189982838728859
5000,64,8,0.01,0.003992563805651335
5000,128,8,0.01,0.003940247960441919
5000,256,8,0.01,0.003940247960441919
100,32,16,0.01,0.048318118516695846
100,64,16,0.01,0.0461719666902465
100,128,16,0.01,0.04585646486288639
100,256,16,0.01,0.04585646486288639
500,32,16,0.01,0.008172731552829401
500,64,16,0.01,0.006981568533263955
500,128,16,0.01,0.006206699606866166
